,rank,title,year,genre,rating_score,rating_count,box gross,review_word_1,review_word_2,review_word_3,review_word_4,review_word_5
254,255,Underground,1995,"Comedy, Drama, War",8.1,54499,171082.0,people,underground,blacky,years,yugoslavia
255,256,La Haine,1995,"Crime, Drama",8.1,146355,280859.0,http,french,favorite,wwwimdbcomlistls,much
256,257,Dilwale Dulhania Le Jayenge,1995,"Drama, Romance",8.1,62405,,simply,indian,completely,totally,found
257,258,Before Sunrise,1995,"Drama, Romance",8.1,265702,5535405.0,never,every,loved,dialogue,sunrise
258,259,Three Colors: Red,1994,"Drama, Mystery, Romance",8.1,88764,3581969.0,life,valentine,judge,auguste,could
259,260,Chungking Express,1994,"Comedy, Crime, Drama",8.1,60897,600200.0,people,love,counter,story,characters
260,261,Jurassic Park,1993,"Action, Adventure",8.1,852889,404214720.0,park,dinosaurs,wonderful,love,awesome
261,262,In the Name of the Father,1993,"Biography, Drama",8.1,154107,25096862.0,father,story,also,conlons,gerry
262,263,Raise the Red Lantern,1991,"Drama, History, Romance",8.1,29031,2603061.0,setting,haunting,ever,without,beauty
263,264,Dead Poets Society,1989,"Comedy, Drama",8.1,415096,95860116.0,back,change,watch,make,world
264,265,The Princess Bride,1987,"Adventure, Family, Fantasy",8.1,388299,30857814.0,princess,love,course,bride,story
265,266,Stand by Me,1986,"Adventure, Drama",8.1,358194,52287414.0,remember,like,friends,river,chris
266,267,Platoon,1986,"Drama, War",8.1,375578,138530565.0,vietnam,platoon,life,best,enemy
267,268,"Paris, Texas",1984,Drama,8.1,87944,2181987.0,texas,travis,paris,place,wife
268,269,Nausicaä of the Valley of the Wind,1984,"Adventure, Animation, Fantasy",8.1,146952,495770.0,nausicaä,miyazaki,even,tragedy,nature
269,270,The Thing,1982,"Horror, Mystery",8.1,363936,19629760.0,thing,horror,love,carpenter,classic
270,271,Pink Floyd: The Wall,1982,"Drama, Fantasy, Music",8.1,75178,22244207.0,time,first,seen,times,every
271,272,Fitzcarraldo,1982,"Adventure, Drama",8.1,30867,,fitzcarraldo,opera,herzog,kinski,amazonia
272,273,Fanny and Alexander,1982,Drama,8.1,56663,6783304.0,think,bergman,alexander,every,scared
273,274,Blade Runner,1982,"Action, Thriller",8.1,683029,32868943.0,helpful,personal,opinion,everything,perfect
274,275,The Elephant Man,1980,"Biography, Drama",8.1,216323,26010864.0,merrick,lynch,elephant,asks,character
275,276,Monty Python's Life of Brian,1979,Comedy,8.1,361898,20206622.0,http,favorite,wwwimdbcomlistls,makes,personally
276,277,The Deer Hunter,1978,"Drama, War",8.1,306561,48979328.0,vietnam,much,army,country,served
277,278,Rocky,1976,"Drama, Sport",8.1,509633,117235147.0,like,never,rocky,goes,stallone
278,279,Network,1976,Drama,8.1,142906,23689877.0,finch,holden,things,changed,chayefsky
279,280,Barry Lyndon,1975,"Adventure, Drama, History",8.1,146694,,barry,lyndon,time,films,made
280,281,The Mirror,1975,"Biography, Drama",8.1,38712,22168.0,zerkalo,tarkovsky,first,mirror,asked
281,282,Chinatown,1974,"Drama, Mystery, Thriller",8.1,289314,29200000.0,like,perfect,everything,chinatown,dark
282,283,Paper Moon,1973,"Comedy, Crime, Drama",8.1,41569,,paper,moon,look,moze,black
283,284,Cries & Whispers,1972,Drama,8.1,29465,,sisters,karin,agnes,maria,powerful
284,285,Solaris,1972,"Drama, Mystery",8.1,79138,22168.0,respect,scifi,american,knew,starting
285,286,Le Samouraï,1967,"Crime, Drama, Mystery",8.1,44422,39481.0,melville,samourai,cinema,death,police
286,287,Cool Hand Luke,1967,"Crime, Drama",8.1,159388,,http,favorite,wwwimdbcomlistls,even,story
287,288,Persona,1966,"Drama, Thriller",8.1,100266,,alma,elizabeth,persona,images,bergman
288,289,Andrei Rublev,1966,"Biography, Drama, History",8.1,45500,124189.0,tarkovsky,rublev,andrei,russia,created
289,290,The Battle of Algiers,1966,"Drama, War",8.1,51765,879794.0,french,battle,algiers,mathieu,like
290,291,The Exterminating Angel,1962,"Drama, Fantasy",8.1,29104,,buñuel,evening,spanish,leave,time
291,292,What Ever Happened to Baby Jane?,1962,"Drama, Horror, Thriller",8.1,49220,,joan,baby,jane,series,feud
292,293,Sanjuro,1962,"Action, Comedy, Crime",8.1,32023,46808.0,sanjuro,tsubaki,yojinbo,japan,japanese
293,294,The Man Who Shot Liberty Valance,1962,"Drama, Western",8.1,67704,,tale,shot,liberty,valance,west
294,295,Ivan's Childhood,1962,"Drama, War",8.1,30706,22168.0,ivan,life,childhood,everything,mother
295,296,The Virgin Spring,1960,Drama,8.1,26224,,viewer,bergman,birgitta,characters,viewers
296,297,Inherit the Wind,1960,"Biography, Drama, History",8.1,26885,,blessed,acting,time,helpful,wonderful
297,298,The 400 Blows,1959,"Crime, Drama",8.1,102970,509.0,antoine,truffaut,camera,cinema,found
298,299,Ben-Hur,1959,"Adventure, Drama, History",8.1,216227,74422622.0,films,seen,story,time,favorite
299,300,The Hidden Fortress,1958,"Adventure, Drama",8.1,33793,46808.0,kurosawa,great,films,whole,best
300,301,Sweet Smell of Success,1957,Drama,8.1,27511,,like,writing,never,lancaster,words
301,302,Nights of Cabiria,1957,Drama,8.1,42178,752045.0,cabiria,face,hope,films,never
302,303,Throne of Blood,1957,"Drama, History",8.1,45623,46808.0,washizu,kurosawa,asaji,forest,fortress
303,304,The Bridge on the River Kwai,1957,"Adventure, Drama, War",8.1,200324,27200000.0,bridge,nicholson,british,saito,films
304,305,On the Waterfront,1954,"Crime, Drama, Thriller",8.1,139752,,terry,brando,union,waterfront,docks
305,306,The Wages of Fear,1953,"Adventure, Drama, Thriller",8.1,53470,,four,company,desperate,care,clouzot
306,307,Ace in the Hole,1951,Drama,8.1,30874,,cave,became,collins,event,real
307,308,White Heat,1949,"Action, Crime, Drama",8.1,29226,,cagney,like,well,tough,jarrett
308,309,The Third Man,1949,"Mystery, Thriller",8.1,156449,1067364.0,story,city,plays,fantastic,http
309,310,The Red Shoes,1948,"Drama, Music, Romance",8.1,30245,,boris,shoes,vicky,ballet,julian
310,311,The Shop Around the Corner,1940,"Comedy, Drama, Romance",8.1,27055,,stewart,time,well,used,especially
311,312,Rebecca,1940,"Drama, Mystery, Romance",8.1,120859,,hitchcock,rebecca,also,winter,suspicion
312,313,Mr. Smith Goes to Washington,1939,"Comedy, Drama",8.1,105260,144738.0,washington,stewart,smith,capra,gets
313,314,Gone with the Wind,1939,"Drama, History, Romance",8.1,285790,200852579.0,scarlet,love,lives,person,would
314,315,La Grande Illusion,1937,"Drama, War",8.1,33369,,grand,illusion,characters,explain,makes
315,316,It Happened One Night,1934,"Comedy, Romance",8.1,92153,,capra,gable,happened,night,colbert
316,317,The Passion of Joan of Arc,1928,"Biography, Drama, History",8.1,46403,21877.0,joan,dreyer,viewer,eyes,time
317,318,The Circus,1928,"Comedy, Romance",8.1,28599,,chaplin,closing,sense,helpful,circus
318,319,Sunrise,1927,"Drama, Romance",8.1,46358,,sunrise,murnau,ever,made,time
319,320,The General,1926,"Action, Adventure, Comedy",8.1,79524,,keaton,general,johnny,buster,action
320,321,The Cabinet of Dr. Caligari,1920,"Fantasy, Horror, Mystery",8.1,56258,8811.0,cabinet,francis,young,alan,seems
321,322,Shoplifters,2018,"Crime, Drama",8.0,58374,3313513.0,koreeda,family,society,shoplifters,yearold
322,323,Badhaai Ho,2018,"Comedy, Drama",8.0,26811,,helpful,simple,great,message,directed
323,324,Marriage Story,2019,"Comedy, Drama, Romance",8.0,233341,,love,never,found,work,made
324,325,Togo,2019,"Adventure, Biography, Drama",8.0,32762,,daughter,helpful,amazing,filmstory,remarkable
325,326,Airlift,2016,"Drama, History",8.0,52191,,akshay,kumar,well,airlift,baby
326,327,Bajrangi Bhaijaan,2015,"Action, Adventure, Comedy",8.0,70560,8178001.0,best,salman,director,vijayendra,story
327,328,Baby,2015,"Action, Thriller",8.0,52041,,would,akshay,neeraj,india,proud
328,329,La La Land,2016,"Comedy, Drama, Music",8.0,492764,151101803.0,would,helpful,remember,trailers,thought
329,330,Lion,2016,"Biography, Drama",8.0,208881,51738905.0,life,born,father,found,difficult
330,331,The Martian,2015,"Adventure, Drama",8.0,746533,228433663.0,result,much,cast,scientific,validity
331,332,Zootopia,2016,"Adventure, Animation, Comedy",8.0,424870,341268248.0,could,thought,flash,like,show
332,333,The Tale of The Princess Kaguya,2013,"Adventure, Animation, Drama",8.0,37129,974913.0,princess,kaguya,animation,isao,takahata
333,334,Wonder,2017,"Drama, Family",8.0,136545,132422809.0,people,bullying,meant,point,book
334,335,Special 26,2013,"Crime, Drama, Thriller",8.0,50063,,script,pandey,bollywood,lets,half
335,336,Short Term 12,2013,Drama,8.0,80360,1013100.0,grace,father,brie,larson,short
336,337,The Raid 2,2014,"Action, Crime, Thriller",8.0,112781,2627209.0,action,raid,characters,moment,review
337,338,The Imitation Game,2014,"Biography, Drama, Thriller",8.0,672954,91125683.0,turing,poles,True,first,information
338,339,Guardians of the Galaxy,2014,"Action, Adventure, Comedy",8.0,1029260,333176600.0,galaxy,action,time,guardians,superhero
339,340,Blade Runner 2049,2017,"Action, Drama, Mystery",8.0,447798,92054159.0,blade,runner,better,pulls,good
340,341,Her,2013,"Drama, Romance",8.0,529035,25568251.0,found,helpful,another,watched,intense
341,342,Bohemian Rhapsody,2018,"Biography, Drama, Music",8.0,438318,216668042.0,music,queen,helpful,must,lover
342,343,The Revenant,2015,"Action, Adventure, Drama",8.0,690571,183637894.0,nature,revenant,iñarritu,like,experience
343,344,The Perks of Being a Wallflower,2012,"Drama, Romance",8.0,454840,17742948.0,moving,said,helpful,went,advance
344,345,Elite Squad 2: The Enemy Within,2010,"Action, Crime, Drama",8.0,78501,100119.0,action,first,helpful,thing,right
345,346,The King's Speech,2010,"Biography, Drama, History",8.0,631374,138797449.0,george,story,king,made,stammering
346,347,The Help,2011,Drama,8.0,422105,169708112.0,maid,back,every,remember,fiction
347,348,Deadpool,2016,"Action, Adventure, Comedy",8.0,887935,363070709.0,deadpool,character,superhero,first,story
348,349,Darbareye Elly,2009,"Drama, Mystery, Thriller",8.0,44338,470760.0,elly,group,farhadi,chaharshanbesoori,films
349,350,Dev.D,2009,"Drama, Romance",8.0,28380,18613.0,love,wait,like,devd,even
350,351,Ip Man,2008,"Action, Biography, Drama",8.0,209138,,donnie,martial,arts,mine,skills
351,352,My Name Is Khan,2010,Drama,8.0,97184,4018771.0,khan,name,muslim,breakthrough,subjective
352,353,Nefes: Vatan Sagolsun,2009,"Action, Drama, Thriller",8.0,31393,,even,corrupted,propaganda,morally,reviews
353,354,The Trial of the Chicago 7,2020,"Drama, History, Thriller",8.0,33224,,trial,legal,courtroom,sorkin,radical
354,355,Slumdog Millionaire,2008,"Drama, Romance",8.0,789785,141319928.0,story,mumbai,slum,three,actors
355,356,Black Swan,2010,"Drama, Thriller",8.0,689844,106954678.0,swan,never,black,nina,aronofsky
356,357,The Avengers,2012,"Action, Adventure",8.0,1246911,623357910.0,marvel,avengers,iron,loki,thor
357,358,Persepolis,2007,"Animation, Biography, Drama",8.0,87534,4445756.0,woman,iran,family,government,also
358,359,Dallas Buyers Club,2013,"Biography, Drama",8.0,433207,27298285.0,project,much,already,transformations,True
359,360,The Pursuit of Happyness,2006,"Biography, Drama",8.0,440470,163566459.0,smith,never,blamed,deal,real
360,361,Blood Diamond,2006,"Adventure, Drama, Thriller",8.0,492397,57377916.0,sierra,leone,violence,fact,country
361,362,The Bourne Ultimatum,2007,"Action, Mystery, Thriller",8.0,599486,227471070.0,gripping,helpful,best,original,trilogy
362,363,3-Iron,2004,"Crime, Drama, Romance",8.0,49266,241914.0,anyone,light,story,unbelievable,script
363,364,Sin City,2005,"Crime, Thriller",8.0,734870,74103820.0,city,miller,life,hellboy,toro
364,365,The Diving Bell and the Butterfly,2007,"Biography, Drama",8.0,102421,6003227.0,bauby,story,completely,recently,diving
365,366,G.O.R.A.,2004,"Adventure, Comedy",8.0,55603,,quite,funny,jokes,pretty,turkish
366,367,Ratatouille,2007,"Adventure, Animation, Comedy",8.0,629328,206445654.0,review,food,restaurant,well,helpful
367,368,Casino Royale,2006,"Action, Adventure, Thriller",8.0,574080,167445960.0,bond,james,love,action,casino
368,369,Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",8.0,673197,66208183.0,bill,tarantino,thurman,carradine,kill
369,370,The Return,2003,Drama,8.0,41697,504256.0,father,boys,vanya,return,sons
370,371,"Spring, Summer, Fall, Winter... and Spring",2003,"Drama, Romance",8.0,76109,2380788.0,simplicity,however,beauty,story,perfect
371,372,The Sea Inside,2004,"Biography, Drama",8.0,76684,2104923.0,life,ramon,priest,reviews,euthanasia
372,373,Cinderella Man,2005,"Biography, Drama, History",8.0,174168,61649911.0,story,times,helpful,truly,inspiring
373,374,Kal Ho Naa Ho,2003,"Comedy, Drama, Romance",8.0,62419,1991922.0,sensitive,made,shah,rukh,khan
374,375,Infernal Affairs,2002,"Action, Crime, Drama",8.0,116863,169659.0,hong,kong,drama,said,even
375,376,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",8.0,1005281,305413918.0,children,like,never,music,depp
376,377,Big Fish,2003,"Adventure, Drama, Fantasy",8.0,410691,66809693.0,father,filled,ideas,life,brilliant
377,378,The Incredibles,2004,"Action, Adventure, Animation",8.0,646855,261441092.0,incredibles,good,full,characters,funny
378,379,My Sassy Girl,2001,"Comedy, Drama, Romance",8.0,44920,,girl,gyeonwoo,half,hyun,parts
379,380,Dogville,2003,"Crime, Drama",8.0,135891,1535286.0,like,believe,much,race,cold
380,381,Vizontele,2001,"Comedy, Drama",8.0,32608,,real,first,turkish,masterpiece,fake
381,382,Donnie Darko,2001,"Drama, Mystery",8.0,731697,1478493.0,donnie,frank,night,back,fact
382,383,"Monsters, Inc.",2001,"Adventure, Animation, Comedy",8.0,800925,290410256.0,kids,goodman,crystal,john,great
383,384,Magnolia,1999,Drama,8.0,286140,22455976.0,next,anderson,generation,citing,films
384,385,Dancer in the Dark,2000,"Crime, Drama, Musical",8.0,100679,4184036.0,right,selma,björk,trier,everything
385,386,Mulholland Dr.,2001,"Drama, Mystery, Thriller",8.0,315750,7220243.0,lynch,interpretation,david,author,much
386,387,The Straight Story,1999,"Biography, Drama",8.0,80575,6203044.0,time,story,part,allowing,like
387,388,Perfect Blue,1997,"Animation, Crime, Mystery",8.0,55420,558598.0,perfect,blue,everything,thriller,genre
388,389,The Celebration,1998,Drama,8.0,76889,1656223.0,subject,occasion,family,would,happens
389,390,Central Station,1998,Drama,8.0,35741,5969553.0,dora,josue,walter,fernanda,montenegro
390,391,The Iron Giant,1999,"Action, Adventure, Animation",8.0,169469,23159305.0,giant,iron,years,never,young
391,392,Knockin' on Heaven's Door,1997,"Action, Comedy, Crime",8.0,27244,5710.0,kohd,comedy,rudi,initially,martin
392,393,Sling Blade,1996,Drama,8.0,86059,24444121.0,characters,filmmaking,thornton,fail,like
393,394,Secrets & Lies,1996,"Comedy, Drama",8.0,36798,13417292.0,plot,leigh,secrets,lies,portraits
394,395,12 Monkeys,1995,"Mystery, Thriller",8.0,571391,57141459.0,willis,gilliam,time,bruce,performance
395,396,Ghost in the Shell,1995,"Action, Animation, Crime",8.0,126608,515905.0,ghost,shell,science,fiction,computer
396,397,The Nightmare Before Christmas,1993,"Animation, Family, Fantasy",8.0,289220,76982668.0,christmas,halloween,town,jack,time
397,398,Groundhog Day,1993,"Comedy, Fantasy, Romance",8.0,571876,70906973.0,phil,comedy,character,situation,groundhog
398,399,"Blood In, Blood Out",1993,"Crime, Drama",8.0,28472,4496583.0,latino,story,acting,people,family
399,400,Scent of a Woman,1992,Drama,8.0,256804,63095253.0,pacino,performance,acting,passion,character
400,401,Aladdin,1992,"Adventure, Animation, Comedy",8.0,367803,217350219.0,aladdin,jafar,genie,cave,love
401,402,JFK,1991,"Drama, History, Thriller",8.0,139712,70405498.0,every,kevin,conspiracy,helpful,assassination
402,403,Beauty and the Beast,1991,"Animation, Family, Fantasy",8.0,412616,218967620.0,bell,beast,perfect,love,father
403,404,Dances with Wolves,1990,"Adventure, Drama, Western",8.0,236521,184208848.0,dunbar,character,costner,sioux,better
404,405,Do the Right Thing,1989,"Comedy, Drama",8.0,87299,27545445.0,right,thing,people,american,spike
405,406,Rain Man,1988,Drama,8.0,467343,172825435.0,well,years,best,fine,memorable
406,407,Akira,1988,"Action, Animation",8.0,161469,553171.0,helpful,love,usual,story,complex
407,408,Wings of Desire,1987,"Drama, Fantasy, Romance",8.0,63497,3333969.0,part,berlin,freedom,comments,wenders
408,409,Au Revoir les Enfants,1987,"Drama, War",8.0,30686,4542825.0,malle,school,jean,julien,time
409,410,Castle in the Sky,1986,"Adventure, Animation, Drama",8.0,146871,523664.0,miyazaki,laputa,adventure,magical,grand
410,411,The Terminator,1984,Action,8.0,789857,38371200.0,perfect,biehn,like,something,cameron
411,412,Gandhi,1982,"Biography, Drama, History",8.0,215953,52767889.0,gandhi,india,attenborough,funeral,actor
412,413,Kagemusha,1980,"Drama, History, War",8.0,31598,4000000.0,kagemusha,shingen,kurosawa,although,makes
413,414,Being There,1979,"Comedy, Drama",8.0,64627,30177511.0,sellers,douglas,oscar,brilliant,stars
414,415,Annie Hall,1977,"Comedy, Romance",8.0,249383,38251425.0,annie,allen,hall,alvy,best
415,416,All the President's Men,1976,"Biography, Drama, History",8.0,100667,70600000.0,performances,redford,like,scene,time
416,417,Jaws,1975,"Adventure, Thriller",8.0,538169,260758300.0,http,never,favorite,wwwimdbcomlistls,first
417,418,Dog Day Afternoon,1975,"Biography, Crime, Drama",8.0,232301,50000000.0,time,watching,life,last,make
418,419,Young Frankenstein,1974,Comedy,8.0,141475,86273333.0,frankenstein,brooks,young,gene,wilder
419,420,Papillon,1973,"Biography, Crime, Drama",8.0,120126,53267000.0,french,henri,papillon,charriere,inmate
420,421,The Exorcist,1973,Horror,8.0,357051,232906145.0,exorcist,ever,imagery,love,karras
421,422,Sleuth,1972,"Mystery, Thriller",8.0,44291,4081254.0,sleuth,olivier,caine,andrew,milo
422,423,The Last Picture Show,1971,"Drama, Romance",8.0,41612,29133000.0,time,life,person,people,quality
423,424,Fiddler on the Roof,1971,"Drama, Family, Musical",8.0,38691,10404330.0,jewison,fiddler,tevye,roof,course
424,425,The Conformist,1970,Drama,8.0,26371,58657.0,marcello,novel,bertolucci,view,conformist
425,426,Butch Cassidy and the Sundance Kid,1969,"Biography, Crime, Drama",8.0,199952,102308889.0,butch,cassidy,sundance,exciting,story
426,427,Rosemary's Baby,1968,"Drama, Horror",8.0,189818,,rosemary,baby,minnie,might,roman
427,428,Planet of the Apes,1968,Adventure,8.0,163625,32589624.0,planet,apes,scifi,modern,films
428,429,The Graduate,1967,"Comedy, Drama, Romance",8.0,251028,104945305.0,graduate,supposed,shot,sound,final
429,430,Who's Afraid of Virginia Woolf?,1966,Drama,8.0,68214,28000000.0,taylor,every,martha,george,truly
430,431,The Sound of Music,1965,"Biography, Drama, Family",8.0,199841,159287539.0,loved,year,found,perfect,wishes
431,432,Doctor Zhivago,1965,"Drama, Romance, War",8.0,68770,111721910.0,yuri,lara,revolution,tonya,wife
432,433,A Fistful of Dollars,1964,"Action, Drama, Western",8.0,194561,14500000.0,western,eastwood,love,dollars,time
433,434,8½,1963,Drama,8.0,107180,98760.0,fellini,reputation,director,finds,reality
434,435,Vivre Sa Vie,1962,Drama,8.0,27218,24517.0,nana,godard,much,life,vivre
435,436,The Hustler,1961,"Drama, Sport",8.0,74334,,eddie,sarah,gordon,fats,hustler
436,437,La Dolce Vita,1960,"Comedy, Drama",8.0,65264,,marcello,life,find,people,would
437,438,Rio Bravo,1959,"Action, Drama, Western",8.0,55282,12535000.0,wayne,dude,john,back,hawks
438,439,Anatomy of a Murder,1959,"Crime, Drama, Mystery",8.0,58842,11900000.0,remick,every,story,anatomy,judge
439,440,Touch of Evil,1958,"Crime, Drama",8.0,97370,2247465.0,welles,evil,touch,quinlan,vargas
440,441,Cat on a Hot Tin Roof,1958,Drama,8.0,44293,,newman,roof,actor,watch,greatest
441,442,The Killing,1956,"Crime, Drama",8.0,80266,,killing,kubrick,made,brilliant,cast
442,443,The Night of the Hunter,1955,"Crime, Drama",8.0,80730,,scene,like,children,singing,world
443,444,La Strada,1954,Drama,8.0,57390,,love,zampano,story,meaning,masterpiece
444,445,Diabolique,1955,"Crime, Drama, Horror",8.0,60711,,story,mystery,suspense,plot,french
445,446,Stalag 17,1953,"Comedy, Drama, War",8.0,50546,,sefton,pows,comedy,stalag,characters
446,447,Roman Holiday,1953,"Comedy, Romance",8.0,125511,,princess,hepburn,bradley,however,fairy
447,448,A Streetcar Named Desire,1951,Drama,8.0,97775,,blanche,great,stanley,even,story
448,449,In a Lonely Place,1950,"Drama, Mystery",8.0,25763,,hollywood,murder,best,bogart,actress
449,450,Kind Hearts and Coronets,1949,"Comedy, Crime",8.0,33992,35948.0,humour,brilliant,dark,clever,comedy
450,451,Rope,1948,"Crime, Drama, Mystery",8.0,127193,,minute,eight,takes,three,think
451,452,Out of the Past,1947,"Crime, Drama",8.0,32166,,moore,jeff,great,character,plays
452,453,Brief Encounter,1945,"Drama, Romance",8.0,34838,,time,films,seen,david,lean
453,454,Laura,1944,"Drama, Mystery",8.0,42030,,laura,dana,andrews,hauntingly,lovely
454,455,The Best Years of Our Lives,1946,"Drama, Romance, War",8.0,56581,23650000.0,homer,fred,young,scene,father
455,456,Arsenic and Old Lace,1944,"Comedy, Crime, Thriller",8.0,64433,,dark,enjoy,comedy,arsenic,lace
456,457,The Maltese Falcon,1941,Mystery,8.0,147375,,bogart,spade,years,difficult,picture
457,458,The Grapes of Wrath,1940,"Drama, History",8.0,84908,,would,time,back,like,bill
458,459,The Wizard of Oz,1939,"Adventure, Family, Fantasy",8.0,367710,24790250.0,dorothy,friends,story,characters,fine
459,460,The Rules of the Game,1939,"Comedy, Drama",8.0,26298,273641.0,renoir,would,excellent,though,watching
460,461,The Thin Man,1934,"Comedy, Crime, Mystery",8.0,25965,,could,thin,first,time,drink
461,462,All Quiet on the Western Front,1930,"Drama, War",8.0,56665,,front,western,quiet,ayres,school
462,463,Battleship Potemkin,1925,"Drama, History, Thriller",8.0,52211,51198.0,modern,well,firing,seen,films
463,464,Knives Out,2019,"Comedy, Crime, Drama",7.9,405784,165363234.0,everything,helpful,nothing,typical,beautifully
464,465,The Gentlemen,2019,"Action, Comedy, Crime",7.9,197008,36471795.0,helpful,writing,directing,acting,general
465,466,Dil Bechara,2020,"Comedy, Drama, Romance",7.9,105411,,helpful,finest,acting,ever,seeni
466,467,Call Me by Your Name,2017,"Drama, Romance",7.9,203304,18095701.0,love,call,name,best,people
467,468,"I, Daniel Blake",2016,Drama,7.9,52230,260354.0,often,wait,poor,time,like
468,469,Isle of Dogs,2018,"Adventure, Animation, Comedy",7.9,134748,32015231.0,cartoon,dogs,wonderful,people,films
469,470,Dunkirk,2017,"Action, Drama, History",7.9,539435,189740665.0,characters,real,also,nonlinear,sequences
470,471,Hunt for the Wilderpeople,2016,"Adventure, Comedy, Drama",7.9,106699,5205468.0,came,helpful,brilliant,funny,respects
471,472,Captain Fantastic,2016,"Comedy, Drama",7.9,184412,5879835.0,kids,space,live,important,human
472,473,Sing Street,2016,"Comedy, Drama, Music",7.9,83551,3237118.0,great,watch,characters,incredible,give
473,474,Thor: Ragnarok,2017,"Action, Adventure, Comedy",7.9,571617,315058289.0,helpful,riot,laughter,wife,grandmother
474,475,Nightcrawler,2014,"Crime, Drama, Thriller",7.9,454319,32381217.0,nightcrawler,gyllenhaal,told,along,standpoint
475,476,Jojo Rabbit,2019,"Comedy, Drama, War",7.9,268886,33370906.0,helpful,exceptional,best,seen,year
476,477,Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure",7.9,849114,936662225.0,space,girl,galaxy,deep,helpful
477,478,Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure",7.9,849114,936662225.0,space,girl,galaxy,deep,helpful
478,479,Before Midnight,2013,"Drama, Romance",7.9,138042,8114627.0,could,linklater,best,however,people
479,480,X-Men: Days of Future Past,2014,"Action, Adventure",7.9,653153,233921534.0,first,xmen,days,future,much
480,481,Once Upon a Time in Anatolia,2011,"Crime, Drama",7.9,40383,152408.0,team,body,seems,countryside,murder
481,482,The Artist,2011,"Comedy, Drama, Romance",7.9,228373,44671682.0,george,silent,dujardin,artist,like
482,483,Edge of Tomorrow,2014,"Action, Adventure",7.9,590159,100206256.0,trailers,would,much,cruise,http
483,484,Amour,2012,"Drama, Romance",7.9,91745,6739492.0,anne,georges,haneke,amour,world
484,485,The Irishman,2019,"Biography, Crime, Drama",7.9,310403,,trust,daughter,frank,door,jimmy
485,486,A Prophet,2009,"Crime, Drama",7.9,92490,2087720.0,prison,prophète,excellent,story,young
486,487,Moon,2009,"Drama, Mystery",7.9,331456,5010163.0,much,thought,provoking,science,fiction
487,488,Let the Right One In,2008,"Crime, Drama, Fantasy",7.9,203628,2122065.0,oskar,right,like,vampire,young
488,489,District 9,2009,"Action, Thriller",7.9,632774,115646235.0,district,blomkamp,piece,science,fiction
489,490,The Wrestler,2008,"Drama, Sport",7.9,287253,26238243.0,wrestling,seems,wrestler,great,needs
490,491,Jab We Met,2007,"Comedy, Drama, Romance",7.9,46804,,love,know,think,actress,european
491,492,Boyhood,2014,Drama,7.9,332221,25352281.0,miracle,time,patricia,arquette,heart
492,493,"4 Months, 3 Weeks and 2 Days",2007,Drama,7.9,55821,1198208.0,abortion,otilia,boyfriend,dinner,months
493,494,Star Trek,2009,"Action, Adventure",7.9,573366,257730019.0,star,trek,space,helpful,almost
494,495,In Bruges,2008,"Comedy, Crime, Drama",7.9,385852,7800824.0,great,acting,story,dialogue,going
495,496,The Man from Earth,2007,"Drama, Fantasy",7.9,171758,,found,like,helpful,unusual,ever
496,497,Letters from Iwo Jima,2006,"Action, Adventure, Drama",7.9,152706,13756082.0,japanese,people,wife,american,clint
497,498,The Fall,2006,"Adventure, Drama, Fantasy",7.9,106309,2266905.0,indian,festival,another,like,work
498,499,Life of Pi,2012,"Adventure, Drama, Fantasy",7.9,573228,124987023.0,time,incredible,first,felt,long
499,500,Fantastic Mr. Fox,2009,"Adventure, Animation, Comedy",7.9,194742,21002919.0,animals,anderson,cussing,fantastic,animation
500,501,C.R.A.Z.Y.,2005,"Comedy, Drama",7.9,31268,,time,gervais,world,played,father
501,502,The Chorus,2004,"Drama, Music",7.9,56588,3635164.0,school,semester,chorus,students,helpful
502,503,Iron Man,2008,"Action, Adventure",7.9,926071,319034126.0,rewatch,mcumovies,first,iron,couple
503,504,Shaun of the Dead,2004,"Comedy, Horror",7.9,505410,13542874.0,shaun,dead,seen,time,zombies
504,505,Head-On,2004,"Drama, Romance",7.9,50608,435395.0,turkish,sibel,cahit,bosphorus,first
505,506,Mystic River,2003,"Crime, Drama, Mystery",7.9,413809,90135191.0,book,first,time,reading,well
506,507,Harry Potter and the Prisoner of Azkaban,2004,"Adventure, Family, Fantasy",7.9,538903,249975996.0,cuarón,source,material,justice,young
507,508,Ying xiong,2002,"Action, Adventure, History",7.9,172664,53710019.0,plot,money,hero,crouching,tiger
508,509,Talk to Her,2002,"Drama, Mystery, Romance",7.9,103406,9357911.0,almodóvar,talk,women,scene,matador
509,510,No Man's Land,2001,"Comedy, Drama, War",7.9,44159,1012153.0,best,http,favorite,wwwimdbcomlistls,well
510,511,Cowboy Bebop: The Movie,2001,"Action, Animation, Crime",7.9,42281,1000045.0,like,perfect,villain,episode,bebop
511,512,The Bourne Identity,2002,"Action, Mystery, Thriller",7.9,501665,121661683.0,bourne,book,rather,without,several
512,513,Nine Queens,2000,"Crime, Drama, Thriller",7.9,49130,1222889.0,direction,story,without,helpful,welldone
